state,year,population,state_abr
Alabama,1910,2138093,AL
Alabama,1911,2159101,AL
Alabama,1912,2180109,AL
Alabama,1913,2201117,AL
Alabama,1914,2222125,AL
Alabama,1915,2243133,AL
Alabama,1916,2264141,AL
Alabama,1917,2285149,AL
Alabama,1918,2306157,AL
Alabama,1919,2327165,AL
Alabama,1920,2348174,AL
Alabama,1921,2377981,AL
Alabama,1922,2407788,AL
Alabama,1923,2437596,AL
Alabama,1924,2467403,AL
Alabama,1925,2497211,AL
Alabama,1926,2527018,AL
Alabama,1927,2556825,AL
Alabama,1928,2586633,AL
Alabama,1929,2616440,AL
Alabama,1930,2646248,AL
Alabama,1931,2664919,AL
Alabama,1932,2683590,AL
Alabama,1933,2702261,AL
Alabama,1934,2720933,AL
Alabama,1935,2739604,AL
Alabama,1936,2758275,AL
Alabama,1937,2776947,AL
Alabama,1938,2795618,AL
Alabama,1939,2814289,AL
Alabama,1940,2832961,AL
Alabama,1941,2855839,AL
Alabama,1942,2878717,AL
Alabama,1943,2901595,AL
Alabama,1944,2924473,AL
Alabama,1945,2947352,AL
Alabama,1946,2970230,AL
Alabama,1947,2993108,AL
Alabama,1948,3015986,AL
Alabama,1949,3038864,AL
Alabama,1950,3061743,AL
Alabama,1951,3082242,AL
Alabama,1952,3102742,AL
Alabama,1953,3123242,AL
Alabama,1954,3143741,AL
Alabama,1955,3164241,AL
Alabama,1956,3184741,AL
Alabama,1957,3205240,AL
Alabama,1958,3225740,AL
Alabama,1959,3246240,AL
Alabama,1960,3266740,AL
Alabama,1961,3284482,AL
Alabama,1962,3302225,AL
Alabama,1963,3319967,AL
Alabama,1964,3337710,AL
Alabama,1965,3355452,AL
Alabama,1966,3373195,AL
Alabama,1967,3390937,AL
Alabama,1968,3408680,AL
Alabama,1969,3426422,AL
Alabama,1970,3444165,AL
Alabama,1971,3489137,AL
Alabama,1972,3534109,AL
Alabama,1973,3579081,AL
Alabama,1974,3624054,AL
Alabama,1975,3669026,AL
Alabama,1976,3713998,AL
Alabama,1977,3758971,AL
Alabama,1978,3803943,AL
Alabama,1979,3848915,AL
Alabama,1980,3893888,AL
Alabama,1981,3908557,AL
Alabama,1982,3923227,AL
Alabama,1983,3937897,AL
Alabama,1984,3952567,AL
Alabama,1985,3967237,AL
Alabama,1986,3981907,AL
Alabama,1987,3996577,AL
Alabama,1988,4011247,AL
Alabama,1989,4025917,AL
Alabama,1990,4040587,AL
Alabama,1991,4081238,AL
Alabama,1992,4121889,AL
Alabama,1993,4162540,AL
Alabama,1994,4203192,AL
Alabama,1995,4243843,AL
Alabama,1996,4284494,AL
Alabama,1997,4325146,AL
Alabama,1998,4365797,AL
Alabama,1999,4406448,AL
Alabama,2000,4447100,AL
Alabama,2001,4480363,AL
Alabama,2002,4513627,AL
Alabama,2003,4546890,AL
Alabama,2004,4580154,AL
Alabama,2005,4613418,AL
Alabama,2006,4646681,AL
Alabama,2007,4679945,AL
Alabama,2008,4713208,AL
Alabama,2009,4746472,AL
Alabama,2010,4779736,AL
Alabama,2011,4804190,AL
Alabama,2012,4828644,AL
Alabama,2013,4853098,AL
Alabama,2014,4877553,AL
Alabama,2015,4902007,AL
Alabama,2016,4926461,AL
Alabama,2017,4950916,AL
Alabama,2018,4975370,AL
Alabama,2019,4999824,AL
Alaska,1910,64356,AK
Alaska,1911,63424,AK
Alaska,1912,62492,AK
Alaska,1913,61560,AK
Alaska,1914,60628,AK
Alaska,1915,59696,AK
Alaska,1916,58764,AK
Alaska,1917,57832,AK
Alaska,1918,56900,AK
Alaska,1919,55968,AK
Alaska,1920,55036,AK
Alaska,1921,55460,AK
Alaska,1922,55884,AK
Alaska,1923,56308,AK
Alaska,1924,56732,AK
Alaska,1925,57157,AK
Alaska,1926,57581,AK
Alaska,1927,58005,AK
Alaska,1928,58429,AK
Alaska,1929,58853,AK
Alaska,1930,59278,AK
Alaska,1931,60602,AK
Alaska,1932,61927,AK
Alaska,1933,63251,AK
Alaska,1934,64576,AK
Alaska,1935,65901,AK
Alaska,1936,67225,AK
Alaska,1937,68550,AK
Alaska,1938,69874,AK
Alaska,1939,71199,AK
Alaska,1940,72524,AK
Alaska,1941,78135,AK
Alaska,1942,83747,AK
Alaska,1943,89359,AK
Alaska,1944,94971,AK
Alaska,1945,100583,AK
Alaska,1946,106195,AK
Alaska,1947,111807,AK
Alaska,1948,117419,AK
Alaska,1949,123031,AK
Alaska,1950,128643,AK
Alaska,1951,138395,AK
Alaska,1952,148147,AK
Alaska,1953,157900,AK
Alaska,1954,167652,AK
Alaska,1955,177405,AK
Alaska,1956,187157,AK
Alaska,1957,196909,AK
Alaska,1958,206662,AK
Alaska,1959,216414,AK
Alaska,1960,226167,AK
Alaska,1961,233588,AK
Alaska,1962,241010,AK
Alaska,1963,248431,AK
Alaska,1964,255853,AK
Alaska,1965,263274,AK
Alaska,1966,270696,AK
Alaska,1967,278117,AK
Alaska,1968,285539,AK
Alaska,1969,292960,AK
Alaska,1970,300382,AK
Alaska,1971,310528,AK
Alaska,1972,320675,AK
Alaska,1973,330822,AK
Alaska,1974,340969,AK
Alaska,1975,351116,AK
Alaska,1976,361263,AK
Alaska,1977,371410,AK
Alaska,1978,381557,AK
Alaska,1979,391704,AK
Alaska,1980,401851,AK
Alaska,1981,416670,AK
Alaska,1982,431489,AK
Alaska,1983,446308,AK
Alaska,1984,461127,AK
Alaska,1985,475947,AK
Alaska,1986,490766,AK
Alaska,1987,505585,AK
Alaska,1988,520404,AK
Alaska,1989,535223,AK
Alaska,1990,550043,AK
Alaska,1991,557731,AK
Alaska,1992,565420,AK
Alaska,1993,573109,AK
Alaska,1994,580798,AK
Alaska,1995,588487,AK
Alaska,1996,596176,AK
Alaska,1997,603865,AK
Alaska,1998,611554,AK
Alaska,1999,619243,AK
Alaska,2000,626932,AK
Alaska,2001,635261,AK
Alaska,2002,643591,AK
Alaska,2003,651921,AK
Alaska,2004,660251,AK
Alaska,2005,668581,AK
Alaska,2006,676911,AK
Alaska,2007,685241,AK
Alaska,2008,693571,AK
Alaska,2009,701901,AK
Alaska,2010,710231,AK
Alaska,2011,712547,AK
Alaska,2012,714863,AK
Alaska,2013,717179,AK
Alaska,2014,719495,AK
Alaska,2015,721811,AK
Alaska,2016,724127,AK
Alaska,2017,726443,AK
Alaska,2018,728759,AK
Alaska,2019,731075,AK
Arizona,1910,204354,AZ
Arizona,1911,217334,AZ
Arizona,1912,230315,AZ
Arizona,1913,243296,AZ
Arizona,1914,256277,AZ
Arizona,1915,269258,AZ
Arizona,1916,282238,AZ
Arizona,1917,295219,AZ
Arizona,1918,308200,AZ
Arizona,1919,321181,AZ
Arizona,1920,334162,AZ
Arizona,1921,344303,AZ
Arizona,1922,354444,AZ
Arizona,1923,364585,AZ
Arizona,1924,374726,AZ
Arizona,1925,384867,AZ
Arizona,1926,395008,AZ
Arizona,1927,405149,AZ
Arizona,1928,415290,AZ
Arizona,1929,425431,AZ
Arizona,1930,435573,AZ
Arizona,1931,441941,AZ
Arizona,1932,448310,AZ
Arizona,1933,454679,AZ
Arizona,1934,461048,AZ
Arizona,1935,467417,AZ
Arizona,1936,473785,AZ
Arizona,1937,480154,AZ
Arizona,1938,486523,AZ
Arizona,1939,492892,AZ
Arizona,1940,499261,AZ
Arizona,1941,524293,AZ
Arizona,1942,549326,AZ
Arizona,1943,574358,AZ
Arizona,1944,599391,AZ
Arizona,1945,624424,AZ
Arizona,1946,649456,AZ
Arizona,1947,674489,AZ
Arizona,1948,699521,AZ
Arizona,1949,724554,AZ
Arizona,1950,749587,AZ
Arizona,1951,804844,AZ
Arizona,1952,860101,AZ
Arizona,1953,915359,AZ
Arizona,1954,970616,AZ
Arizona,1955,1025874,AZ
Arizona,1956,1081131,AZ
Arizona,1957,1136388,AZ
Arizona,1958,1191646,AZ
Arizona,1959,1246903,AZ
Arizona,1960,1302161,AZ
Arizona,1961,1349034,AZ
Arizona,1962,1395908,AZ
Arizona,1963,1442782,AZ
Arizona,1964,1489656,AZ
Arizona,1965,1536530,AZ
Arizona,1966,1583404,AZ
Arizona,1967,1630278,AZ
Arizona,1968,1677152,AZ
Arizona,1969,1724026,AZ
Arizona,1970,1770900,AZ
Arizona,1971,1865631,AZ
Arizona,1972,1960363,AZ
Arizona,1973,2055094,AZ
Arizona,1974,2149826,AZ
Arizona,1975,2244557,AZ
Arizona,1976,2339289,AZ
Arizona,1977,2434020,AZ
Arizona,1978,2528752,AZ
Arizona,1979,2623483,AZ
Arizona,1980,2718215,AZ
Arizona,1981,2812916,AZ
Arizona,1982,2907617,AZ
Arizona,1983,3002318,AZ
Arizona,1984,3097020,AZ
Arizona,1985,3191721,AZ
Arizona,1986,3286422,AZ
Arizona,1987,3381124,AZ
Arizona,1988,3475825,AZ
Arizona,1989,3570526,AZ
Arizona,1990,3665228,AZ
Arizona,1991,3811768,AZ
Arizona,1992,3958308,AZ
Arizona,1993,4104849,AZ
Arizona,1994,4251389,AZ
Arizona,1995,4397930,AZ
Arizona,1996,4544470,AZ
Arizona,1997,4691010,AZ
Arizona,1998,4837551,AZ
Arizona,1999,4984091,AZ
Arizona,2000,5130632,AZ
Arizona,2001,5256770,AZ
Arizona,2002,5382909,AZ
Arizona,2003,5509047,AZ
Arizona,2004,5635186,AZ
Arizona,2005,5761324,AZ
Arizona,2006,5887463,AZ
Arizona,2007,6013601,AZ
Arizona,2008,6139740,AZ
Arizona,2009,6265878,AZ
Arizona,2010,6392017,AZ
Arizona,2011,6467965,AZ
Arizona,2012,6543914,AZ
Arizona,2013,6619862,AZ
Arizona,2014,6695811,AZ
Arizona,2015,6771759,AZ
Arizona,2016,6847708,AZ
Arizona,2017,6923656,AZ
Arizona,2018,6999605,AZ
Arizona,2019,7075553,AZ
Arkansas,1910,1574449,AR
Arkansas,1911,1592224,AR
Arkansas,1912,1610000,AR
Arkansas,1913,1627775,AR
Arkansas,1914,1645551,AR
Arkansas,1915,1663326,AR
Arkansas,1916,1681102,AR
Arkansas,1917,1698877,AR
Arkansas,1918,1716653,AR
Arkansas,1919,1734428,AR
Arkansas,1920,1752204,AR
Arkansas,1921,1762431,AR
Arkansas,1922,1772659,AR
Arkansas,1923,1782887,AR
Arkansas,1924,1793115,AR
Arkansas,1925,1803343,AR
Arkansas,1926,1813570,AR
Arkansas,1927,1823798,AR
Arkansas,1928,1834026,AR
Arkansas,1929,1844254,AR
Arkansas,1930,1854482,AR
Arkansas,1931,1863972,AR
Arkansas,1932,1873463,AR
Arkansas,1933,1882953,AR
Arkansas,1934,1892444,AR
Arkansas,1935,1901934,AR
Arkansas,1936,1911425,AR
Arkansas,1937,1920915,AR
Arkansas,1938,1930406,AR
Arkansas,1939,1939896,AR
Arkansas,1940,1949387,AR
Arkansas,1941,1945399,AR
Arkansas,1942,1941411,AR
Arkansas,1943,1937424,AR
Arkansas,1944,1933436,AR
Arkansas,1945,1929449,AR
Arkansas,1946,1925461,AR
Arkansas,1947,1921473,AR
Arkansas,1948,1917486,AR
Arkansas,1949,1913498,AR
Arkansas,1950,1909511,AR
Arkansas,1951,1897187,AR
Arkansas,1952,1884863,AR
Arkansas,1953,1872539,AR
Arkansas,1954,1860215,AR
Arkansas,1955,1847891,AR
Arkansas,1956,1835567,AR
Arkansas,1957,1823243,AR
Arkansas,1958,1810919,AR
Arkansas,1959,1798595,AR
Arkansas,1960,1786272,AR
Arkansas,1961,1799974,AR
Arkansas,1962,1813676,AR
Arkansas,1963,1827378,AR
Arkansas,1964,1841081,AR
Arkansas,1965,1854783,AR
Arkansas,1966,1868485,AR
Arkansas,1967,1882188,AR
Arkansas,1968,1895890,AR
Arkansas,1969,1909592,AR
Arkansas,1970,1923295,AR
Arkansas,1971,1959609,AR
Arkansas,1972,1995923,AR
Arkansas,1973,2032237,AR
Arkansas,1974,2068551,AR
Arkansas,1975,2104865,AR
Arkansas,1976,2141179,AR
Arkansas,1977,2177493,AR
Arkansas,1978,2213807,AR
Arkansas,1979,2250121,AR
Arkansas,1980,2286435,AR
Arkansas,1981,2292864,AR
Arkansas,1982,2299293,AR
Arkansas,1983,2305722,AR
Arkansas,1984,2312151,AR
Arkansas,1985,2318580,AR
Arkansas,1986,2325009,AR
Arkansas,1987,2331438,AR
Arkansas,1988,2337867,AR
Arkansas,1989,2344296,AR
Arkansas,1990,2350725,AR
Arkansas,1991,2382992,AR
Arkansas,1992,2415260,AR
Arkansas,1993,2447527,AR
Arkansas,1994,2479795,AR
Arkansas,1995,2512062,AR
Arkansas,1996,2544330,AR
Arkansas,1997,2576597,AR
Arkansas,1998,2608865,AR
Arkansas,1999,2641132,AR
Arkansas,2000,2673400,AR
Arkansas,2001,2697651,AR
Arkansas,2002,2721903,AR
Arkansas,2003,2746155,AR
Arkansas,2004,2770407,AR
Arkansas,2005,2794659,AR
Arkansas,2006,2818910,AR
Arkansas,2007,2843162,AR
Arkansas,2008,2867414,AR
Arkansas,2009,2891666,AR
Arkansas,2010,2915918,AR
Arkansas,2011,2925478,AR
Arkansas,2012,2935039,AR
Arkansas,2013,2944599,AR
Arkansas,2014,2954160,AR
Arkansas,2015,2963721,AR
Arkansas,2016,2973281,AR
Arkansas,2017,2982842,AR
Arkansas,2018,2992402,AR
Arkansas,2019,3001963,AR
California,1910,2377549,CA
California,1911,2482480,CA
California,1912,2587411,CA
California,1913,2692342,CA
California,1914,2797273,CA
California,1915,2902205,CA
California,1916,3007136,CA
California,1917,3112067,CA
California,1918,3216998,CA
California,1919,3321929,CA
California,1920,3426861,CA
California,1921,3651900,CA
California,1922,3876939,CA
California,1923,4101978,CA
California,1924,4327017,CA
California,1925,4552056,CA
California,1926,4777095,CA
California,1927,5002134,CA
California,1928,5227173,CA
California,1929,5452212,CA
California,1930,5677251,CA
California,1931,5800264,CA
California,1932,5923278,CA
California,1933,6046291,CA
California,1934,6169305,CA
California,1935,6292319,CA
California,1936,6415332,CA
California,1937,6538346,CA
California,1938,6661359,CA
California,1939,6784373,CA
California,1940,6907387,CA
California,1941,7275270,CA
California,1942,7643154,CA
California,1943,8011037,CA
California,1944,8378921,CA
California,1945,8746805,CA
California,1946,9114688,CA
California,1947,9482572,CA
California,1948,9850455,CA
California,1949,10218339,CA
California,1950,10586223,CA
California,1951,11099321,CA
California,1952,11612419,CA
California,1953,12125517,CA
California,1954,12638615,CA
California,1955,13151713,CA
California,1956,13664811,CA
California,1957,14177909,CA
California,1958,14691007,CA
California,1959,15204105,CA
California,1960,15717204,CA
California,1961,16140797,CA
California,1962,16564390,CA
California,1963,16987983,CA
California,1964,17411576,CA
California,1965,17835169,CA
California,1966,18258762,CA
California,1967,18682355,CA
California,1968,19105948,CA
California,1969,19529541,CA
California,1970,19953134,CA
California,1971,20324610,CA
California,1972,20696087,CA
California,1973,21067564,CA
California,1974,21439041,CA
California,1975,21810518,CA
California,1976,22181994,CA
California,1977,22553471,CA
California,1978,22924948,CA
California,1979,23296425,CA
California,1980,23667902,CA
California,1981,24277113,CA
California,1982,24886325,CA
California,1983,25495537,CA
California,1984,26104749,CA
California,1985,26713961,CA
California,1986,27323173,CA
California,1987,27932385,CA
California,1988,28541597,CA
California,1989,29150809,CA
California,1990,29760021,CA
California,1991,30171183,CA
California,1992,30582346,CA
California,1993,30993509,CA
California,1994,31404671,CA
California,1995,31815834,CA
California,1996,32226997,CA
California,1997,32638159,CA
California,1998,33049322,CA
California,1999,33460485,CA
California,2000,33871648,CA
California,2001,34209878,CA
California,2002,34548109,CA
California,2003,34886340,CA
California,2004,35224571,CA
California,2005,35562802,CA
California,2006,35901032,CA
California,2007,36239263,CA
California,2008,36577494,CA
California,2009,36915725,CA
California,2010,37253956,CA
California,2011,37482382,CA
California,2012,37710809,CA
California,2013,37939236,CA
California,2014,38167662,CA
California,2015,38396089,CA
California,2016,38624516,CA
California,2017,38852942,CA
California,2018,39081369,CA
California,2019,39309796,CA
Colorado,1910,799024,CO
Colorado,1911,813084,CO
Colorado,1912,827145,CO
Colorado,1913,841205,CO
Colorado,1914,855266,CO
Colorado,1915,869326,CO
Colorado,1916,883387,CO
Colorado,1917,897447,CO
Colorado,1918,911508,CO
Colorado,1919,925568,CO
Colorado,1920,939629,CO
Colorado,1921,949245,CO
Colorado,1922,958861,CO
Colorado,1923,968477,CO
Colorado,1924,978093,CO
Colorado,1925,987710,CO
Colorado,1926,997326,CO
Colorado,1927,1006942,CO
Colorado,1928,1016558,CO
Colorado,1929,1026174,CO
Colorado,1930,1035791,CO
Colorado,1931,1044541,CO
Colorado,1932,1053292,CO
Colorado,1933,1062042,CO
Colorado,1934,1070793,CO
Colorado,1935,1079543,CO
Colorado,1936,1088294,CO
Colorado,1937,1097044,CO
Colorado,1938,1105795,CO
Colorado,1939,1114545,CO
Colorado,1940,1123296,CO
Colorado,1941,1143475,CO
Colorado,1942,1163654,CO
Colorado,1943,1183833,CO
Colorado,1944,1204013,CO
Colorado,1945,1224192,CO
Colorado,1946,1244371,CO
Colorado,1947,1264551,CO
Colorado,1948,1284730,CO
Colorado,1949,1304909,CO
Colorado,1950,1325089,CO
Colorado,1951,1367974,CO
Colorado,1952,1410860,CO
Colorado,1953,1453746,CO
Colorado,1954,1496632,CO
Colorado,1955,1539518,CO
Colorado,1956,1582403,CO
Colorado,1957,1625289,CO
Colorado,1958,1668175,CO
Colorado,1959,1711061,CO
Colorado,1960,1753947,CO
Colorado,1961,1799278,CO
Colorado,1962,1844609,CO
Colorado,1963,1889940,CO
Colorado,1964,1935271,CO
Colorado,1965,1980603,CO
Colorado,1966,2025934,CO
Colorado,1967,2071265,CO
Colorado,1968,2116596,CO
Colorado,1969,2161927,CO
Colorado,1970,2207259,CO
Colorado,1971,2275529,CO
Colorado,1972,2343800,CO
Colorado,1973,2412070,CO
Colorado,1974,2480341,CO
Colorado,1975,2548611,CO
Colorado,1976,2616882,CO
Colorado,1977,2685152,CO
Colorado,1978,2753423,CO
Colorado,1979,2821693,CO
Colorado,1980,2889964,CO
Colorado,1981,2930407,CO
Colorado,1982,2970850,CO
Colorado,1983,3011293,CO
Colorado,1984,3051736,CO
Colorado,1985,3092179,CO
Colorado,1986,3132622,CO
Colorado,1987,3173065,CO
Colorado,1988,3213508,CO
Colorado,1989,3253951,CO
Colorado,1990,3294394,CO
Colorado,1991,3395080,CO
Colorado,1992,3495767,CO
Colorado,1993,3596454,CO
Colorado,1994,3697140,CO
Colorado,1995,3797827,CO
Colorado,1996,3898514,CO
Colorado,1997,3999200,CO
Colorado,1998,4099887,CO
Colorado,1999,4200574,CO
Colorado,2000,4301261,CO
Colorado,2001,4374054,CO
Colorado,2002,4446848,CO
Colorado,2003,4519641,CO
Colorado,2004,4592435,CO
Colorado,2005,4665228,CO
Colorado,2006,4738022,CO
Colorado,2007,4810815,CO
Colorado,2008,4883609,CO
Colorado,2009,4956402,CO
Colorado,2010,5029196,CO
Colorado,2011,5103647,CO
Colorado,2012,5178099,CO
Colorado,2013,5252551,CO
Colorado,2014,5327003,CO
Colorado,2015,5401455,CO
Colorado,2016,5475906,CO
Colorado,2017,5550358,CO
Colorado,2018,5624810,CO
Colorado,2019,5699262,CO
Connecticut,1910,1114756,CT
Connecticut,1911,1141343,CT
Connecticut,1912,1167931,CT
Connecticut,1913,1194518,CT
Connecticut,1914,1221106,CT
Connecticut,1915,1247693,CT
Connecticut,1916,1274281,CT
Connecticut,1917,1300868,CT
Connecticut,1918,1327456,CT
Connecticut,1919,1354043,CT
Connecticut,1920,1380631,CT
Connecticut,1921,1403258,CT
Connecticut,1922,1425885,CT
Connecticut,1923,1448512,CT
Connecticut,1924,1471139,CT
Connecticut,1925,1493767,CT
Connecticut,1926,1516394,CT
Connecticut,1927,1539021,CT
Connecticut,1928,1561648,CT
Connecticut,1929,1584275,CT
Connecticut,1930,1606903,CT
Connecticut,1931,1617136,CT
Connecticut,1932,1627370,CT
Connecticut,1933,1637604,CT
Connecticut,1934,1647838,CT
Connecticut,1935,1658072,CT
Connecticut,1936,1668306,CT
Connecticut,1937,1678540,CT
Connecticut,1938,1688774,CT
Connecticut,1939,1699008,CT
Connecticut,1940,1709242,CT
Connecticut,1941,1739045,CT
Connecticut,1942,1768849,CT
Connecticut,1943,1798653,CT
Connecticut,1944,1828457,CT
Connecticut,1945,1858261,CT
Connecticut,1946,1888064,CT
Connecticut,1947,1917868,CT
Connecticut,1948,1947672,CT
Connecticut,1949,1977476,CT
Connecticut,1950,2007280,CT
Connecticut,1951,2060075,CT
Connecticut,1952,2112870,CT
Connecticut,1953,2165666,CT
Connecticut,1954,2218461,CT
Connecticut,1955,2271257,CT
Connecticut,1956,2324052,CT
Connecticut,1957,2376847,CT
Connecticut,1958,2429643,CT
Connecticut,1959,2482438,CT
Connecticut,1960,2535234,CT
Connecticut,1961,2584881,CT
Connecticut,1962,2634529,CT
Connecticut,1963,2684176,CT
Connecticut,1964,2733824,CT
Connecticut,1965,2783471,CT
Connecticut,1966,2833119,CT
Connecticut,1967,2882766,CT
Connecticut,1968,2932414,CT
Connecticut,1969,2982061,CT
Connecticut,1970,3031709,CT
Connecticut,1971,3039295,CT
Connecticut,1972,3046882,CT
Connecticut,1973,3054469,CT
Connecticut,1974,3062055,CT
Connecticut,1975,3069642,CT
Connecticut,1976,3077229,CT
Connecticut,1977,3084815,CT
Connecticut,1978,3092402,CT
Connecticut,1979,3099989,CT
Connecticut,1980,3107576,CT
Connecticut,1981,3125530,CT
Connecticut,1982,3143484,CT
Connecticut,1983,3161437,CT
Connecticut,1984,3179392,CT
Connecticut,1985,3197346,CT
Connecticut,1986,3215300,CT
Connecticut,1987,3233254,CT
Connecticut,1988,3251208,CT
Connecticut,1989,3269162,CT
Connecticut,1990,3287116,CT
Connecticut,1991,3298960,CT
Connecticut,1992,3310805,CT
Connecticut,1993,3322650,CT
Connecticut,1994,3334495,CT
Connecticut,1995,3346340,CT
Connecticut,1996,3358185,CT
Connecticut,1997,3370030,CT
Connecticut,1998,3381875,CT
Connecticut,1999,3393720,CT
Connecticut,2000,3405565,CT
Connecticut,2001,3422418,CT
Connecticut,2002,3439271,CT
Connecticut,2003,3456124,CT
Connecticut,2004,3472977,CT
Connecticut,2005,3489831,CT
Connecticut,2006,3506684,CT
Connecticut,2007,3523537,CT
Connecticut,2008,3540390,CT
Connecticut,2009,3557243,CT
Connecticut,2010,3574097,CT
Connecticut,2011,3577281,CT
Connecticut,2012,3580466,CT
Connecticut,2013,3583651,CT
Connecticut,2014,3586835,CT
Connecticut,2015,3590020,CT
Connecticut,2016,3593205,CT
Connecticut,2017,3596389,CT
Connecticut,2018,3599574,CT
Connecticut,2019,3602759,CT
Delaware,1910,202322,DE
Delaware,1911,204390,DE
Delaware,1912,206458,DE
Delaware,1913,208526,DE
Delaware,1914,210594,DE
Delaware,1915,212662,DE
Delaware,1916,214730,DE
Delaware,1917,216798,DE
Delaware,1918,218866,DE
Delaware,1919,220934,DE
Delaware,1920,223003,DE
Delaware,1921,224540,DE
Delaware,1922,226078,DE
Delaware,1923,227616,DE
Delaware,1924,229153,DE
Delaware,1925,230691,DE
Delaware,1926,232229,DE
Delaware,1927,233766,DE
Delaware,1928,235304,DE
Delaware,1929,236842,DE
Delaware,1930,238380,DE
Delaware,1931,241192,DE
Delaware,1932,244005,DE
Delaware,1933,246817,DE
Delaware,1934,249630,DE
Delaware,1935,252442,DE
Delaware,1936,255255,DE
Delaware,1937,258067,DE
Delaware,1938,260880,DE
Delaware,1939,263692,DE
Delaware,1940,266505,DE
Delaware,1941,271663,DE
Delaware,1942,276821,DE
Delaware,1943,281979,DE
Delaware,1944,287137,DE
Delaware,1945,292295,DE
Delaware,1946,297453,DE
Delaware,1947,302611,DE
Delaware,1948,307769,DE
Delaware,1949,312927,DE
Delaware,1950,318085,DE
Delaware,1951,330905,DE
Delaware,1952,343726,DE
Delaware,1953,356547,DE
Delaware,1954,369367,DE
Delaware,1955,382188,DE
Delaware,1956,395009,DE
Delaware,1957,407829,DE
Delaware,1958,420650,DE
Delaware,1959,433471,DE
Delaware,1960,446292,DE
Delaware,1961,456473,DE
Delaware,1962,466654,DE
Delaware,1963,476835,DE
Delaware,1964,487016,DE
Delaware,1965,497198,DE
Delaware,1966,507379,DE
Delaware,1967,517560,DE
Delaware,1968,527741,DE
Delaware,1969,537922,DE
Delaware,1970,548104,DE
Delaware,1971,552727,DE
Delaware,1972,557350,DE
Delaware,1973,561974,DE
Delaware,1974,566597,DE
Delaware,1975,571221,DE
Delaware,1976,575844,DE
Delaware,1977,580467,DE
Delaware,1978,585091,DE
Delaware,1979,589714,DE
Delaware,1980,594338,DE
Delaware,1981,601521,DE
Delaware,1982,608704,DE
Delaware,1983,615887,DE
Delaware,1984,623070,DE
Delaware,1985,630253,DE
Delaware,1986,637436,DE
Delaware,1987,644619,DE
Delaware,1988,651802,DE
Delaware,1989,658985,DE
Delaware,1990,666168,DE
Delaware,1991,677911,DE
Delaware,1992,689654,DE
Delaware,1993,701397,DE
Delaware,1994,713140,DE
Delaware,1995,724884,DE
Delaware,1996,736627,DE
Delaware,1997,748370,DE
Delaware,1998,760113,DE
Delaware,1999,771856,DE
Delaware,2000,783600,DE
Delaware,2001,795033,DE
Delaware,2002,806466,DE
Delaware,2003,817900,DE
Delaware,2004,829333,DE
Delaware,2005,840767,DE
Delaware,2006,852200,DE
Delaware,2007,863633,DE
Delaware,2008,875067,DE
Delaware,2009,886500,DE
Delaware,2010,897934,DE
Delaware,2011,907135,DE
Delaware,2012,916336,DE
Delaware,2013,925538,DE
Delaware,2014,934739,DE
Delaware,2015,943941,DE
Delaware,2016,953142,DE
Delaware,2017,962343,DE
Delaware,2018,971545,DE
Delaware,2019,980746,DE
Florida,1910,752619,FL
Florida,1911,774204,FL
Florida,1912,795789,FL
Florida,1913,817374,FL
Florida,1914,838959,FL
Florida,1915,860544,FL
Florida,1916,882129,FL
Florida,1917,903714,FL
Florida,1918,925299,FL
Florida,1919,946884,FL
Florida,1920,968470,FL
Florida,1921,1018444,FL
Florida,1922,1068418,FL
Florida,1923,1118392,FL
Florida,1924,1168366,FL
Florida,1925,1218340,FL
Florida,1926,1268314,FL
Florida,1927,1318288,FL
Florida,1928,1368262,FL
Florida,1929,1418236,FL
Florida,1930,1468211,FL
Florida,1931,1511131,FL
Florida,1932,1554051,FL
Florida,1933,1596971,FL
Florida,1934,1639892,FL
Florida,1935,1682812,FL
Florida,1936,1725732,FL
Florida,1937,1768653,FL
Florida,1938,1811573,FL
Florida,1939,1854493,FL
Florida,1940,1897414,FL
Florida,1941,1984803,FL
Florida,1942,2072192,FL
Florida,1943,2159581,FL
Florida,1944,2246970,FL
Florida,1945,2334359,FL
Florida,1946,2421748,FL
Florida,1947,2509137,FL
Florida,1948,2596526,FL
Florida,1949,2683915,FL
Florida,1950,2771305,FL
Florida,1951,2989330,FL
Florida,1952,3207356,FL
Florida,1953,3425381,FL
Florida,1954,3643407,FL
Florida,1955,3861432,FL
Florida,1956,4079458,FL
Florida,1957,4297483,FL
Florida,1958,4515509,FL
Florida,1959,4733534,FL
Florida,1960,4951560,FL
Florida,1961,5135348,FL
Florida,1962,5319136,FL
Florida,1963,5502924,FL
Florida,1964,5686713,FL
Florida,1965,5870501,FL
Florida,1966,6054289,FL
Florida,1967,6238078,FL
Florida,1968,6421866,FL
Florida,1969,6605654,FL
Florida,1970,6789443,FL
Florida,1971,7085131,FL
Florida,1972,7380819,FL
Florida,1973,7676507,FL
Florida,1974,7972195,FL
Florida,1975,8267883,FL
Florida,1976,8563571,FL
Florida,1977,8859259,FL
Florida,1978,9154947,FL
Florida,1979,9450635,FL
Florida,1980,9746324,FL
Florida,1981,10065484,FL
Florida,1982,10384644,FL
Florida,1983,10703804,FL
Florida,1984,11022964,FL
Florida,1985,11342125,FL
Florida,1986,11661285,FL
